product_id,product_name,category,segment,size,color,price,cogs
562,SaigonFlex UC-27,Streetwear,Everyday,L,orange,11109.75084,10554.2633
563,SaigonFlex UC-28,Streetwear,Everyday,XL,blue,9445.094756,8972.840018
564,SaigonFlex UC-29,Streetwear,Everyday,S,white,11503.8,7876.65186
565,SaigonFlex UC-30,Streetwear,Everyday,M,purple,10752.79143,9051.699823
566,SaigonFlex UC-31,Streetwear,Everyday,L,green,11783.94284,9612.162177
567,SaigonFlex UC-32,Streetwear,Everyday,XL,silver,10134.77689,8711.854213
568,SaigonFlex UC-33,Streetwear,Everyday,S,pink,10532.69828,7628.833366
569,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,12601.62273,11971.54159
570,SaigonFlex UC-35,Streetwear,Everyday,L,red,6934.761628,6364.030746
571,SaigonFlex UC-36,Streetwear,Everyday,XL,black,6325.2,6008.94
572,SaigonFlex UC-37,Streetwear,Everyday,S,orange,5428.175373,5156.766604
573,SaigonFlex UC-38,Streetwear,Everyday,M,blue,3743.690323,2813.757646
574,SaigonFlex UC-39,Streetwear,Everyday,L,white,10912.65938,10134.58676
575,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,11157.95706,10600.0592
576,SaigonFlex UC-41,Streetwear,Everyday,S,green,18775.84059,12572.30286
577,SaigonFlex UC-42,Streetwear,Everyday,M,silver,12288.25835,9234.626148
578,SaigonFlex UC-43,Streetwear,Everyday,L,pink,9414.213956,6648.317896
579,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,15941.10913,14039.33481
580,SaigonFlex UC-45,Streetwear,Everyday,S,red,9901.548539,9406.471112
581,SaigonFlex UC-46,Streetwear,Everyday,M,black,16696.35,14125.1121
582,SaigonFlex UC-47,Streetwear,Everyday,L,orange,4283.701579,3193.499527
583,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,6610.571739,4418.50615
584,SaigonFlex UC-49,Streetwear,Everyday,S,white,7436.313925,4666.286988
585,SaigonFlex UC-50,Streetwear,Everyday,M,purple,5044.25267,4792.040036
586,SaigonFlex UC-51,Streetwear,Everyday,L,green,4552.686272,4325.051958
587,SaigonFlex UC-52,Streetwear,Everyday,XL,silver,31.33370263,19.58344028
588,SaigonFlex UC-53,Streetwear,Everyday,S,pink,7437.165181,6317.871821
589,SaigonFlex UC-54,Streetwear,Everyday,M,yellow,10207.29366,7250.24069
590,SaigonFlex UC-55,Streetwear,Everyday,L,red,10658.33296,10125.41632
591,SaigonFlex UC-56,Streetwear,Everyday,XL,black,11048.62181,10496.19072
592,SaigonFlex UC-57,Streetwear,Everyday,S,orange,11573.6378,7346.945279
593,SaigonFlex UC-58,Streetwear,Everyday,M,blue,10942.19063,8946.335062
594,SaigonFlex UC-59,Streetwear,Everyday,L,white,42.90873487,24.50048252
595,SaigonFlex UC-60,Streetwear,Everyday,XL,purple,8975.727475,5284.908337
596,SaigonFlex UC-61,Streetwear,Everyday,S,green,9577.14699,5842.059664
597,SaigonFlex UC-62,Streetwear,Everyday,M,silver,60.89870698,38.96332334
598,SaigonFlex UC-63,Streetwear,Everyday,L,pink,11489.45257,7924.275437
599,SaigonFlex UC-64,Streetwear,Everyday,XL,yellow,10648.85629,10116.41347
600,SaigonFlex UC-65,Streetwear,Everyday,S,red,9148.348757,4647.361169
601,SaigonFlex UC-66,Streetwear,Everyday,M,black,15754.49563,14966.77085
602,SaigonFlex UC-67,Streetwear,Everyday,L,orange,15756.27056,11752.60221
603,SaigonFlex UC-68,Streetwear,Everyday,XL,blue,11026.33636,8163.899444
604,SaigonFlex UC-69,Streetwear,Everyday,S,white,6135.298831,4141.940241
605,SaigonFlex UC-70,Streetwear,Everyday,M,purple,4940.962742,3748.214336
606,SaigonFlex UC-71,Streetwear,Everyday,L,green,4042.854982,3552.456673
607,SaigonFlex UC-72,Streetwear,Everyday,XL,silver,11408.04,7676.470116
608,SaigonFlex UC-73,Streetwear,Everyday,S,pink,11699.1,11114.145
609,SaigonFlex UC-74,Streetwear,Everyday,M,yellow,10426.57103,8987.704231
610,SaigonFlex UC-75,Streetwear,Everyday,L,red,11122.506,9587.600172
611,SaigonFlex UC-76,Streetwear,Everyday,XL,black,17959.95662,12395.96206
612,SaigonFlex UC-77,Streetwear,Everyday,S,orange,11727.45,7625.18799
613,SaigonFlex UC-78,Streetwear,Everyday,M,blue,30.15463522,17.20364048
614,SaigonFlex UC-79,Streetwear,Everyday,L,white,8263.487647,6609.13742
615,SaigonFlex UC-80,Streetwear,Everyday,XL,purple,8328.966371,4873.278223
616,SaigonFlex UC-81,Streetwear,Everyday,S,green,8545.562308,7898.663241
617,SaigonFlex UC-82,Streetwear,Everyday,M,silver,10151.26304,6680.546209
618,SaigonFlex UC-83,Streetwear,Everyday,L,pink,14262.4125,13549.29188
619,SaigonFlex UC-84,Streetwear,Everyday,XL,yellow,11336.85,6509.61927
620,SaigonFlex UC-85,Streetwear,Everyday,S,red,30.15483325,17.16017393
621,SaigonFlex UC-86,Streetwear,Everyday,M,black,62.28278891,34.48317543
622,SaigonFlex UC-87,Streetwear,Everyday,L,orange,9946.84289,7374.589319
623,SaigonFlex UC-88,Streetwear,Everyday,XL,blue,17011.95811,9844.820157
624,SaigonFlex UC-89,Streetwear,Everyday,S,white,45.01401527,26.88267126
625,SaigonFlex UC-90,Streetwear,Everyday,M,purple,16075.5,8733.81915
626,SaigonFlex UC-91,Streetwear,Everyday,L,green,17013.89695,16163.2021
627,SaigonFlex UC-92,Streetwear,Everyday,XL,silver,11006.55,7708.98762
628,SaigonFlex UC-93,Streetwear,Everyday,S,pink,11516.4,9278.76348
629,SaigonFlex UC-94,Streetwear,Everyday,M,yellow,9968.7,9470.265
630,SaigonFlex UC-95,Streetwear,Everyday,L,red,6176.85,3866.090415
631,SaigonFlex UC-96,Streetwear,Everyday,XL,black,4677.019784,4443.168795
632,SaigonFlex UC-97,Streetwear,Everyday,S,orange,4844.7,2618.07588
633,SaigonFlex UC-98,Streetwear,Everyday,M,blue,6803.801507,3769.306035
634,SaigonFlex UC-99,Streetwear,Everyday,L,white,10788.27395,6005.832111
635,SaigonFlex UC-00,Streetwear,Everyday,XL,purple,10745.22059,9205.430478
636,SaigonFlex UC-01,Streetwear,Everyday,S,green,10891.99735,9183.042963
637,SaigonFlex UC-02,Streetwear,Everyday,M,silver,10938.3583,8362.374923
638,SaigonFlex UC-03,Streetwear,Everyday,L,pink,12105.45,11500.1775
639,SaigonFlex UC-04,Streetwear,Everyday,XL,yellow,10586.42813,10057.10672
640,SaigonFlex UC-05,Streetwear,Everyday,S,red,9757.343077,9269.475923
641,SaigonFlex UC-06,Streetwear,Everyday,M,black,9957.778919,8252.01139
642,SaigonFlex UC-07,Streetwear,Everyday,L,orange,10862.12095,7602.398453
643,SaigonFlex UC-08,Streetwear,Everyday,XL,blue,13917.75,9639.43365
644,SaigonFlex UC-09,Streetwear,Everyday,S,white,10607.75226,8623.041809
645,SaigonFlex UC-10,Streetwear,Everyday,M,purple,8950.095,8502.59025
646,SaigonFlex UC-11,Streetwear,Everyday,L,green,11258.1,8881.51509
647,SaigonFlex UC-12,Streetwear,Everyday,XL,silver,11033.91293,6038.860545
648,SaigonFlex UC-13,Streetwear,Everyday,S,pink,10560.816,10032.7752
649,SaigonFlex UC-14,Streetwear,Everyday,M,yellow,10084.34368,9580.1265
650,SaigonFlex UC-15,Streetwear,Everyday,L,red,6110.106267,5804.600953
651,SaigonFlex UC-16,Streetwear,Everyday,XL,black,9885.465808,5627.795685
652,SaigonFlex UC-17,Streetwear,Everyday,S,orange,9960.631579,9462.6
653,SaigonFlex UC-18,Streetwear,Everyday,M,blue,10584.53236,10055.30574
654,SaigonFlex UC-19,Streetwear,Everyday,L,white,12297.93923,11683.04227
655,SaigonFlex UC-20,Streetwear,Everyday,XL,purple,11836.93893,7837.237263
656,SaigonFlex UC-21,Streetwear,Everyday,S,green,10963.75201,8877.350001
657,SaigonFlex UC-22,Streetwear,Everyday,M,silver,11020.21447,10469.20375
658,SaigonFlex UC-23,Streetwear,Everyday,L,pink,11169.79043,8112.618793
659,SaigonFlex UC-24,Streetwear,Everyday,XL,yellow,18102.50514,10184.46939
660,SaigonFlex UC-25,Streetwear,Everyday,S,red,8500.351456,5856.742153
661,SaigonFlex UC-26,Streetwear,Everyday,M,black,27.44572027,16.64539332
662,SaigonFlex UC-27,Streetwear,Everyday,L,orange,10139.14478,5848.258707
663,SaigonFlex UC-28,Streetwear,Everyday,XL,blue,8397.9,7978.005
664,SaigonFlex UC-29,Streetwear,Everyday,S,white,41.14177454,22.898313
665,SaigonFlex UC-30,Streetwear,Everyday,M,purple,27.512293,17.26541545
666,SaigonFlex UC-31,Streetwear,Everyday,L,green,9766.924054,7154.27187
667,SaigonFlex UC-32,Streetwear,Everyday,XL,silver,9799.404146,9309.433939
668,SaigonFlex UC-33,Streetwear,Everyday,S,pink,16826.67,12741.15452
669,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,16376.85,13867.91658
670,SaigonFlex UC-35,Streetwear,Everyday,L,red,10899.88915,10354.89469
671,SaigonFlex UC-36,Streetwear,Everyday,XL,black,11194.62632,7866.463912
672,SaigonFlex UC-37,Streetwear,Everyday,S,orange,11024.42727,10473.20591
673,SaigonFlex UC-38,Streetwear,Everyday,M,blue,27.48686072,16.3637221
674,SaigonFlex UC-39,Streetwear,Everyday,L,white,8419.577209,6274.268936
675,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,7873.649578,5241.488524
676,SaigonFlex UC-41,Streetwear,Everyday,S,green,9891.036652,9195.696776
677,SaigonFlex UC-42,Streetwear,Everyday,M,silver,36.48075673,21.97743158
678,SaigonFlex UC-43,Streetwear,Everyday,L,pink,15.40493484,9.151706301
679,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,16.61046415,9.801441326
680,SaigonFlex UC-45,Streetwear,Everyday,S,red,26.44547294,16.02500544
681,SaigonFlex UC-46,Streetwear,Everyday,M,black,8907.554839,8272.446179
682,SaigonFlex UC-47,Streetwear,Everyday,L,orange,11641.82727,11059.73591
683,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,10477.88496,6262.631838
684,SaigonFlex UC-49,Streetwear,Everyday,S,white,10989.13643,10439.67961
685,SaigonFlex UC-50,Streetwear,Everyday,M,purple,10129.72896,8328.663149
686,SaigonFlex UC-51,Streetwear,Everyday,L,green,9634.396154,5513.764919
687,SaigonFlex UC-52,Streetwear,Everyday,XL,silver,5610.653125,4180.497643
688,SaigonFlex UC-53,Streetwear,Everyday,S,pink,6694.905,5116.246401
689,SaigonFlex UC-54,Streetwear,Everyday,M,yellow,4162.627715,3842.937906
690,SaigonFlex UC-55,Streetwear,Everyday,L,red,4598.817231,3100.062695
691,SaigonFlex UC-56,Streetwear,Everyday,XL,black,4663.545057,4430.367804
692,SaigonFlex UC-57,Streetwear,Everyday,S,orange,3023.37,1991.191482
693,SaigonFlex UC-58,Streetwear,Everyday,M,blue,22.08431332,12.48920975
189,DragonWear UC-01,Streetwear,Everyday,M,yellow,9513.0,6181.5474
190,DragonWear UC-02,Streetwear,Everyday,L,red,9443.7,7547.40504
191,DragonWear UC-03,Streetwear,Everyday,XL,black,9513.0,9029.7396
192,DragonWear UC-04,Streetwear,Everyday,S,orange,37.5509596,21.33618537
193,DragonWear UC-05,Streetwear,Everyday,M,blue,9191.7,7248.57462
194,DragonWear UC-06,Streetwear,Everyday,L,white,23.02983087,14.65108469
195,DragonWear UC-07,Streetwear,Everyday,XL,purple,9191.7,5645.54214
196,DragonWear UC-08,Streetwear,Everyday,S,green,10073.7,7970.31144
387,LotusWear UC-01,Streetwear,Everyday,XL,silver,11966.85,11368.5075
388,LotusWear UC-02,Streetwear,Everyday,S,pink,12720.34432,12084.3271
389,LotusWear UC-03,Streetwear,Everyday,M,yellow,11063.05755,10102.78415
390,LotusWear UC-04,Streetwear,Everyday,L,red,16691.85,12462.13521
391,LotusWear UC-05,Streetwear,Everyday,XL,black,12281.85,7574.216895
938,HanoiStreet UC-01,Streetwear,Everyday,L,pink,18.82298105,12.13351092
939,HanoiStreet UC-02,Streetwear,Everyday,XL,yellow,4494.106487,4269.401163
940,HanoiStreet UC-03,Streetwear,Everyday,S,red,8270.437925,7856.916028
941,HanoiStreet UC-04,Streetwear,Everyday,M,black,11339.37,9661.14324
942,HanoiStreet UC-05,Streetwear,Everyday,L,orange,7413.811749,6891.879402
943,HanoiStreet UC-06,Streetwear,Everyday,XL,blue,8063.37,7660.2015
944,HanoiStreet UC-07,Streetwear,Everyday,S,white,8971.2,4491.87984
945,HanoiStreet UC-08,Streetwear,Everyday,M,purple,8241.386433,7829.317112
946,HanoiStreet UC-09,Streetwear,Everyday,L,green,8360.99069,4980.642154
947,HanoiStreet UC-10,Streetwear,Everyday,XL,silver,8472.12,7214.857392
948,HanoiStreet UC-11,Streetwear,Everyday,S,pink,9063.348261,5344.656469
949,HanoiStreet UC-12,Streetwear,Everyday,M,yellow,15434.37,14662.6515
950,HanoiStreet UC-13,Streetwear,Everyday,L,red,17009.37,10601.94032
951,HanoiStreet UC-14,Streetwear,Everyday,XL,black,59.51685249,34.95608842
952,HanoiStreet UC-15,Streetwear,Everyday,S,orange,3321.446256,3155.373944
953,HanoiStreet UC-16,Streetwear,Everyday,M,blue,30.25584775,17.45987722
954,HanoiStreet UC-17,Streetwear,Everyday,L,white,8325.94129,7430.902601
955,HanoiStreet UC-18,Streetwear,Everyday,XL,purple,9605.663617,6085.187901
956,HanoiStreet UC-19,Streetwear,Everyday,S,green,9913.23,9417.5685
957,HanoiStreet UC-20,Streetwear,Everyday,M,silver,9761.416875,6531.364031
958,HanoiStreet UC-21,Streetwear,Everyday,L,pink,8992.782371,5238.295731
959,HanoiStreet UC-22,Streetwear,Everyday,XL,yellow,10276.1159,6593.155962
960,HanoiStreet UC-23,Streetwear,Everyday,S,red,34.02213295,20.90319693
961,HanoiStreet UC-24,Streetwear,Everyday,M,black,18.72951694,11.06677368
962,HanoiStreet UC-25,Streetwear,Everyday,L,orange,5887.006364,5592.656045
963,HanoiStreet UC-26,Streetwear,Everyday,XL,blue,5122.755359,2717.109442
964,HanoiStreet UC-27,Streetwear,Everyday,S,white,3906.510139,2223.976222
965,HanoiStreet UC-28,Streetwear,Everyday,M,purple,6039.659921,3816.461104
966,HanoiStreet UC-29,Streetwear,Everyday,L,green,5858.236647,3333.336652
967,HanoiStreet UC-30,Streetwear,Everyday,XL,silver,8161.481465,6491.642357
968,HanoiStreet UC-31,Streetwear,Everyday,S,pink,8354.878475,7937.134551
969,HanoiStreet UC-32,Streetwear,Everyday,M,yellow,5039.37,3478.677111
970,HanoiStreet UC-33,Streetwear,Everyday,L,red,26.63555321,14.71717223
971,HanoiStreet UC-34,Streetwear,Everyday,XL,black,15434.37,14662.6515
972,HanoiStreet UC-35,Streetwear,Everyday,S,orange,8000.37,5880.27195
973,HanoiStreet UC-36,Streetwear,Everyday,M,blue,7486.731673,4697.924125
974,HanoiStreet UC-37,Streetwear,Everyday,L,white,8151.26917,6372.662237
975,HanoiStreet UC-38,Streetwear,Everyday,XL,purple,8846.74,8404.403
976,HanoiStreet UC-39,Streetwear,Everyday,S,green,3962.158344,3764.050426
977,HanoiStreet UC-40,Streetwear,Everyday,M,silver,5978.196828,4912.882153
978,HanoiStreet UC-41,Streetwear,Everyday,L,pink,9462.733636,7198.301477
979,HanoiStreet UC-42,Streetwear,Everyday,XL,yellow,4727.334706,4490.967971
980,HanoiStreet UC-43,Streetwear,Everyday,S,red,4989.868579,4740.37515
981,HanoiStreet UC-44,Streetwear,Everyday,M,black,2032.929931,1931.283435
982,HanoiStreet UC-45,Streetwear,Everyday,L,orange,17194.14654,15180.71198
983,HanoiStreet UC-46,Streetwear,Everyday,XL,blue,5354.37,5086.6515
984,HanoiStreet UC-47,Streetwear,Everyday,S,white,34.61783584,19.58037621
985,HanoiStreet UC-48,Streetwear,Everyday,M,purple,9262.498378,5465.800293
986,HanoiStreet UC-49,Streetwear,Everyday,L,green,4409.37,2725.431597
987,HanoiStreet UC-50,Streetwear,Everyday,XL,silver,20.89693649,12.98947769
988,HanoiStreet UC-51,Streetwear,Everyday,S,pink,38.48540996,23.70287128
989,HanoiStreet UC-52,Streetwear,Everyday,M,yellow,5262.471266,2638.603093
990,HanoiStreet UC-53,Streetwear,Everyday,L,red,5403.094003,3895.090467
991,HanoiStreet UC-54,Streetwear,Everyday,XL,black,26.04288296,14.39415141
992,HanoiStreet UC-55,Streetwear,Everyday,S,orange,3453.4561,2504.791709
993,HanoiStreet UC-56,Streetwear,Everyday,M,blue,4262.353834,3732.117017
994,HanoiStreet UC-57,Streetwear,Everyday,L,white,5821.2,3037.50216
995,HanoiStreet UC-58,Streetwear,Everyday,XL,purple,7071.587822,6718.008431
996,HanoiStreet UC-59,Streetwear,Everyday,S,green,8557.105955,6923.554428
997,HanoiStreet UC-60,Streetwear,Everyday,M,silver,9456.745,7530.406044
998,HanoiStreet UC-61,Streetwear,Everyday,L,pink,8613.57,5197.428138
999,HanoiStreet UC-62,Streetwear,Everyday,XL,yellow,9245.03087,5388.928494
1029,MekongStyle UC-01,Streetwear,Everyday,M,yellow,14486.85,13762.5075
1030,MekongStyle UC-02,Streetwear,Everyday,L,red,29.46851779,16.86180385
1031,MekongStyle UC-03,Streetwear,Everyday,XL,black,12596.85,11885.12798
1032,MekongStyle UC-04,Streetwear,Everyday,S,orange,26.03176063,14.91899672
1033,MekongStyle UC-05,Streetwear,Everyday,M,blue,12136.39326,8029.437778
1034,MekongStyle UC-06,Streetwear,Everyday,L,white,10885.35,10341.0825
1035,MekongStyle UC-07,Streetwear,Everyday,XL,purple,14486.85,12723.80036
1036,MekongStyle UC-08,Streetwear,Everyday,S,green,69.47113022,42.87683645
1037,MekongStyle UC-09,Streetwear,Everyday,M,silver,17006.85,13571.4663
1038,MekongStyle UC-10,Streetwear,Everyday,L,pink,32.93714704,18.18035176
1039,MekongStyle UC-11,Streetwear,Everyday,XL,yellow,21.69139479,12.15609317
1040,MekongStyle UC-12,Streetwear,Everyday,S,red,13324.97815,9943.098698
1041,MekongStyle UC-13,Streetwear,Everyday,M,black,11954.96321,6095.83574
1042,MekongStyle UC-14,Streetwear,Everyday,L,orange,14486.85,11301.19169
1199,MekongFit UC-01,Streetwear,Everyday,XL,yellow,1637.37,1262.248533
1200,MekongFit UC-02,Streetwear,Everyday,S,red,1243.935,895.2600195
1201,MekongFit UC-03,Streetwear,Everyday,M,black,6929.37,6443.621163
1202,MekongFit UC-04,Streetwear,Everyday,L,orange,7253.098916,6218.0817
1203,MekongFit UC-05,Streetwear,Everyday,XL,blue,3885.704448,3634.687941
1204,MekongFit UC-06,Streetwear,Everyday,S,white,4808.37,4567.9515
1205,MekongFit UC-07,Streetwear,Everyday,M,purple,4409.37,3289.39002
1206,MekongFit UC-08,Streetwear,Everyday,L,green,6110.37,5286.081087
1207,MekongFit UC-09,Streetwear,Everyday,XL,silver,8323.850769,7907.658231
1208,MekongFit UC-10,Streetwear,Everyday,S,pink,46.01732541,28.99052885
1209,MekongFit UC-11,Streetwear,Everyday,M,yellow,20.32115659,11.53945953
1210,MekongFit UC-12,Streetwear,Everyday,L,red,7044.87,6692.6265
1211,MekongFit UC-13,Streetwear,Everyday,XL,black,8670.87,8237.3265
1212,MekongFit UC-14,Streetwear,Everyday,S,orange,4947.391857,3803.06012
1213,MekongFit UC-15,Streetwear,Everyday,M,blue,6198.434516,4649.445731
1214,MekongFit UC-16,Streetwear,Everyday,L,white,8189.37,4614.709995
1215,MekongFit UC-17,Streetwear,Everyday,XL,purple,4138.552973,2641.638362
1216,MekongFit UC-18,Streetwear,Everyday,S,green,36.000954,22.15047296
1217,MekongFit UC-19,Streetwear,Everyday,M,silver,7001.426663,5863.69483
1218,MekongFit UC-20,Streetwear,Everyday,L,pink,15.12171742,8.677117853
1219,MekongFit UC-21,Streetwear,Everyday,XL,yellow,19.46709453,10.90048549
1220,MekongFit UC-22,Streetwear,Everyday,S,red,7693.690755,5870.286046
1221,MekongFit UC-23,Streetwear,Everyday,M,black,9335.13,8663.00064
1222,MekongFit UC-24,Streetwear,Everyday,L,orange,35.82852968,20.57694153
1223,MekongFit UC-25,Streetwear,Everyday,XL,blue,4751.004708,4513.454473
1224,MekongFit UC-26,Streetwear,Everyday,S,white,44.49543644,27.68624828
1225,MekongFit UC-27,Streetwear,Everyday,M,purple,2511.495,2353.773114
1226,MekongFit UC-28,Streetwear,Everyday,L,green,6689.096277,5573.355018
1227,MekongFit UC-29,Streetwear,Everyday,XL,silver,3803.996186,3196.497995
1228,MekongFit UC-30,Streetwear,Everyday,S,pink,1644.431713,1030.236468
1229,MekongFit UC-31,Streetwear,Everyday,M,yellow,3180.583289,2331.049492
1230,MekongFit UC-32,Streetwear,Everyday,L,red,5786.595352,3670.437432
1231,MekongFit UC-33,Streetwear,Everyday,XL,black,9063.754615,7768.544081
1232,MekongFit UC-34,Streetwear,Everyday,S,orange,4566.726164,4338.389856
1689,NamStyle UC-01,Streetwear,Everyday,M,yellow,2708.37,1355.268348
1795,SaigonCore UC-01,Streetwear,Everyday,XL,purple,6835.118182,5533.71168
1796,SaigonCore UC-02,Streetwear,Everyday,S,green,9002.7,7059.01707
1797,SaigonCore UC-03,Streetwear,Everyday,M,silver,5696.857895,3744.544694
1798,SaigonCore UC-04,Streetwear,Everyday,L,pink,8498.7,5991.5835
1799,SaigonCore UC-05,Streetwear,Everyday,XL,yellow,9443.7,8971.515
1800,SaigonCore UC-06,Streetwear,Everyday,S,red,7633.08,7251.426
1801,SaigonCore UC-07,Streetwear,Everyday,M,black,9474.183871,7096.163719
1802,SaigonCore UC-08,Streetwear,Everyday,L,orange,8498.7,7093.86489
1803,SaigonCore UC-09,Streetwear,Everyday,XL,blue,5351.85,4369.25034
1804,SaigonCore UC-10,Streetwear,Everyday,S,white,8096.862162,5747.152763
1805,SaigonCore UC-11,Streetwear,Everyday,M,purple,5532.45,3212.14047
1882,BambooCraft UC-01,Streetwear,Everyday,L,orange,35.4650361,22.54050047
1883,BambooCraft UC-02,Streetwear,Everyday,XL,blue,9147.14027,8689.783257
1884,BambooCraft UC-03,Streetwear,Everyday,S,white,10289.22599,8385.719178
1885,BambooCraft UC-04,Streetwear,Everyday,M,purple,10079.37,8501.948595
1886,BambooCraft UC-05,Streetwear,Everyday,L,green,10602.98842,8157.939291
1887,BambooCraft UC-06,Streetwear,Everyday,XL,silver,31.61844608,20.01517155
1888,BambooCraft UC-07,Streetwear,Everyday,S,pink,10940.58,10050.01679
1889,BambooCraft UC-08,Streetwear,Everyday,M,yellow,8251.836923,7839.245077
1890,BambooCraft UC-09,Streetwear,Everyday,L,red,29.35780742,17.31283784
1891,BambooCraft UC-10,Streetwear,Everyday,XL,black,8630.37,5459.572062
1892,BambooCraft UC-11,Streetwear,Everyday,S,orange,10488.37158,9963.953003
1893,BambooCraft UC-12,Streetwear,Everyday,M,blue,8686.738421,7189.144717
1894,BambooCraft UC-13,Streetwear,Everyday,L,white,8725.29,4900.122864
1895,BambooCraft UC-14,Streetwear,Everyday,XL,purple,9014.516341,8563.790524
1896,BambooCraft UC-15,Streetwear,Everyday,S,green,8833.758889,7271.950317
1897,BambooCraft UC-16,Streetwear,Everyday,M,silver,8661.218276,4709.104377
1898,BambooCraft UC-17,Streetwear,Everyday,L,pink,12242.0369,11629.93505
1899,BambooCraft UC-18,Streetwear,Everyday,XL,yellow,11430.57896,10859.05001
1900,BambooCraft UC-19,Streetwear,Everyday,S,red,18.33095579,11.30668959
1901,BambooCraft UC-20,Streetwear,Everyday,M,black,9899.9325,9404.935875
1902,BambooCraft UC-21,Streetwear,Everyday,L,orange,19529.37,16287.49458
1903,BambooCraft UC-22,Streetwear,Everyday,XL,blue,9629.856486,9148.363662
1904,BambooCraft UC-23,Streetwear,Everyday,S,white,8222.527895,5716.301392
1905,BambooCraft UC-24,Streetwear,Everyday,M,purple,11412.14535,8450.693633
1906,BambooCraft UC-25,Streetwear,Everyday,L,green,8808.87,7972.02735
1907,BambooCraft UC-26,Streetwear,Everyday,XL,silver,12729.08397,6993.358735
2066,UrbanVN UC-01,Streetwear,Everyday,L,green,4537.142983,3082.081228
2067,UrbanVN UC-02,Streetwear,Everyday,XL,silver,6547.545719,6220.168433
2068,UrbanVN UC-03,Streetwear,Everyday,S,pink,24.83024128,14.16561365
2069,UrbanVN UC-04,Streetwear,Everyday,M,yellow,6299.37,5984.4015
2070,UrbanVN UC-05,Streetwear,Everyday,L,red,6299.110954,5095.980762
2071,UrbanVN UC-06,Streetwear,Everyday,XL,black,4194.771266,2699.754787
2072,UrbanVN UC-07,Streetwear,Everyday,S,orange,27.54289181,15.95600411
2073,UrbanVN UC-08,Streetwear,Everyday,M,blue,4327.885273,4111.49101
2074,UrbanVN UC-09,Streetwear,Everyday,L,white,4031.37,2954.187936
2075,UrbanVN UC-10,Streetwear,Everyday,XL,purple,5543.37,4112.626203
2076,UrbanVN UC-11,Streetwear,Everyday,S,green,8618.809655,8187.869172
2077,UrbanVN UC-12,Streetwear,Everyday,M,silver,4480.875721,2845.356083
2078,UrbanVN UC-13,Streetwear,Everyday,L,pink,6929.37,4147.227945
2079,UrbanVN UC-14,Streetwear,Everyday,XL,yellow,6564.187241,6235.977879
2080,UrbanVN UC-15,Streetwear,Everyday,S,red,6929.37,3718.992879
2081,UrbanVN UC-16,Streetwear,Everyday,M,black,2708.37,2432.11626
2082,UrbanVN UC-17,Streetwear,Everyday,L,orange,4066.094409,3089.418532
